SerialNo,Tree.ID,Genet.Compound,Genet.2014,Geno.Hilary,Genet.SSR,Latitude,Longitude,Block,Row,Position,RowA,PosA,Dist.Edge,SNPFlag.01,SeqFlag.01,SSRFlag.01,SexMkrFlag.01,Ploidy,Hybrid.01,,PlantingDate,PlantingYear,Age.2016,Vol.2012,Vol.2015,Vol.2016,Vol.2017,Vol.2018,GrowLn.1516,GrowLn.1617,GrowLn.1718,GrowLn.1518,ExclusionFlag,ExclusionFlagCode,Comments.2015,Comments.2016,Comments.2017,Comments.2018,BknLdr.2015,BknLdr.2017,BBreakDegDay.2014,BBreakDegDay.2015,BBreakDegDay.2016,BBreakDegDay.2017,Sex.2017,Sex.2018,Sex.Genet,Sex.TOZ19,SexTOZ19.01,TOZcheck.Ramet,FlTwigs.2017,FlTwigs.2018,ALA.J2016,ALA.A2016,ALA.J2017,ALA.A2017,SLA.2014,SLA.2015,SLA.J2016,SLA.A2016,SLA.J2017,SLA.A2017,CT.2014,CT.2015,CT.J2016,CT.A2016,CT.J2017,CT.A2017,PGsum.2014,PGsum.2015,PGsum.J2016,PGsum.A2016,PGsum.J2017.JenaEQ,PGsum.A2017,Scort.2014,Scort.2015,Tcin.2014,Tcin.2015,Scin.J2016,Scort.J2016,Tcin.J2016,Tdin.J2016,Scin.A2016,Scort.A2016,Tcin.A2016,Tdin.A2016,Scin.J2017.JenaEQ,Scort.J2017.JenaEQ,Tcin.J2017.JenaEQ,Tdin.J2017.JenaEQ,Scin.A2017,Scort.A2017,Tcin.A2017,Tdin.A2017,SA.J2017,JA.J2017,JAIle.J2017,ABA.J2017,BAgluc.J2017,Cpct.J2016,Cpct.A2016,Cpct.J2017,Cpct.A2017,Npct.2014,Npct.2015,Npct.J2016,Npct.A2016,Npct.J2017,Npct.A2017,CN.2014,CN.2015,CN.J2016,CN.A2016,CN.J2017,CN.A2017,EFNMean.2014,EFNMean.2016,EFNMean.2017,Venturia.2017,LeafAreaSum.2016,LeafAreaSum.2017,DiseaseEdgePct.2016,DiseaseEdgePct.2017,ScrapHolePct.2016,ScrapHolePct.2017,DamagePct.2016,DamagePct.2017,INSECTS - multiple columns or separate file
2168,3_WB_12,558,558,558,,44.7093615,-89.56484119,3,WB,12,WB,12,0,0,0,0,0,2,0,0,7/1/2011,2011,5,0.0,0.4,1.1,2.9,6.1,1.12,0.98,0.73,2.84,,,,"shrubby, no dominant leader",5 equally dominant stems,,,,184.8,327.4,207.5,222.9,,,,,NA,,0,0,NA,10.07,14.36,13.86,131.21,138.57,NA,111.16,143.91,128.30,7.14,7.58,5.34,6.12,3.70,5.44,13.98,13.47,10.08,7.18,9.12,6.78,7.29,7.53,6.69,5.94,0.18,4.53,5.24,0.13,0.41,2.88,3.65,0.24,0.37,5.73,2.96,0.07,0.30,3.04,3.22,0.22,553.88,605.75,179.85,46.34,23461.48,,47.84,,,2.16,2.33,,2.04,,,23.72,21.14,,23.70,,,NA,0.17,0.17,NA,126.43,196.07,8.50,3.07,4.87,3.61,13.37,6.68,
381,1_N_17,560,560,560,560,44.71014485,-89.56484119,1,N,17,N,17,1,1,0,1,1,2,0,0,7/1/2011,2011,5,0.0,0.1,1.0,3.5,9.3,2.02,1.23,0.96,4.21,,,,"2 BL, measured 2nd DBH, basal=39.54",,,,x,NA,452.4,355.4,348.8,,,,,0,,0,0,9.04,10.58,12.03,12.60,120.85,159.17,143.73,131.48,154.21,134.73,24.88,14.98,12.72,9.46,10.84,9.23,9.25,7.14,3.73,3.55,2.26,3.98,5.02,4.15,4.23,2.99,0.13,1.96,1.59,0.04,0.30,1.87,1.31,0.08,0.40,1.48,0.35,0.03,0.14,2.13,1.63,0.08,3701.83,873.87,91.21,120.52,260569.63,,47.91,,,1.96,2.05,,2.34,,,26.20,24.59,,20.42,,,0.92,0.75,0.75,1,128.34,215.81,0.89,1.49,1.27,1.71,2.16,3.20,
949,3_F_25,560,560,560,,44.71014485,-89.56484119,3,F,25,F,25,6,0,0,0,0,2,0,0,7/1/2011,2011,5,0.0,1.3,7.3,15.6,28.1,1.69,0.76,0.59,3.04,,,,,,,,,287.6,NA,332.3,359.9,,,,,NA,,0,0,13.28,9.81,13.63,13.76,142.15,143.22,139.47,141.54,176.35,148.77,23.27,15.06,12.88,12.33,9.33,10.86,8.09,1.95,5.11,3.59,2.63,1.23,4.94,1.80,3.15,0.15,0.18,2.95,1.95,0.03,0.22,1.85,1.45,0.07,0.47,1.65,0.48,0.03,0.09,0.73,0.37,0.04,1667.50,994.27,207.82,80.18,72885.83,,47.23,,,1.94,2.44,,2.08,,,26.22,20.02,,23.19,,,1.33,0.58,0.33,16,118.27,165.70,3.71,1.36,1.33,1.64,5.04,3.00,
2161,3_WB_5,560,560,560,,44.71014485,-89.56484119,3,WB,5,WB,5,0,0,0,0,0,2,0,0,7/1/2011,2011,5,0.0,0.0,0.7,5.4,12.6,2.65,2.11,0.85,5.60,,,,,Bifurcated at 1.3m,,,,NA,434.0,355.4,359.9,,,,,NA,,0,0,13.46,8.48,13.04,11.80,125.64,142.61,127.23,126.54,144.36,138.15,29.20,16.88,16.88,11.29,17.16,9.71,6.51,5.53,5.42,3.27,3.09,1.61,3.72,3.62,2.79,1.91,0.17,2.54,2.65,0.06,0.24,1.54,1.39,0.10,0.41,2.10,0.54,0.04,0.12,0.92,0.53,0.04,2521.03,1732.01,164.66,70.71,81883.87,,48.24,,,1.86,2.44,,1.99,,,27.00,20.15,,24.63,,,NA,0.25,0.33,NA,104.59,237.35,3.92,2.09,2.97,2.93,6.89,5.02,
592,2_H_4,563,563,563,180,44.71133566,-89.56484119,2,H,4,H,4,7,1,0,1,1,2,0,0,7/1/2011,2011,5,0.0,6.3,22.6,56.9,104.4,1.27,0.92,0.61,2.80,,,,,,,,,209.0,311.0,246.8,273.4,,,,,1,,0,0,11.85,9.44,11.65,12.05,142.73,170.00,144.59,140.77,182.61,159.52,23.05,19.60,14.62,10.93,11.60,10.30,7.89,3.07,2.95,2.12,2.75,2.20,4.17,2.03,3.72,1.04,0.14,1.62,1.16,0.03,0.23,1.00,0.84,0.05,0.32,1.97,0.44,0.02,0.23,1.23,0.69,0.05,1145.54,976.12,230.95,57.95,34320.02,,47.59,,,2.11,2.29,,1.81,,,24.54,22.35,,26.62,,,1.17,1.42,0.92,1,114.76,375.93,13.63,2.20,2.04,2.07,15.66,4.28,
876,3_D_8,563,563,563,,44.71133566,-89.56484119,3,D,8,D,8,4,0,0,0,0,2,0,0,7/1/2011,2011,5,0.0,1.0,5.7,17.0,37.8,1.77,1.10,0.80,3.67,,,,,,,,,209.0,340.8,258.0,273.4,,,,,NA,,0,0,10.80,7.72,11.22,12.15,133.33,141.82,157.74,131.97,155.30,147.55,24.15,14.39,11.23,13.09,11.87,11.97,5.01,12.04,2.58,3.04,4.04,2.47,2.82,7.12,2.19,4.92,0.11,1.36,1.09,0.03,0.22,1.37,1.38,0.07,0.54,2.67,0.81,0.03,0.19,1.33,0.89,0.06,715.49,1454.53,476.42,57.42,24986.06,,48.36,,,1.74,2.16,,1.77,,,28.60,23.59,,27.03,,,1.54,1.33,1.00,1,94.81,219.52,5.95,5.07,3.33,3.96,9.28,9.03,
2111,2_WB_11,563,563,563,,44.71133566,-89.56484119,2,WB,11,WB,11,0,0,0,0,0,2,0,0,7/1/2011,2011,5,0.0,0.2,0.5,1.8,5.2,1.15,1.34,1.06,3.55,,,,BL,,,,x,221.5,327.4,246.8,272.5,,,,,NA,,0,0,13.48,8.78,11.13,13.20,111.15,147.01,109.09,115.13,141.60,130.54,29.12,18.20,14.94,10.46,19.39,9.52,6.08,3.95,3.55,3.35,5.39,3.33,3.34,2.60,2.74,1.35,0.18,1.73,1.60,0.04,0.28,1.47,1.53,0.08,0.58,3.61,1.14,0.05,0.20,1.81,1.24,0.08,1090.56,927.43,257.47,75.27,60171.10,,48.46,,,1.59,2.12,,1.68,,,30.36,23.94,,28.62,,,NA,1.42,1.00,NA,106.29,159.03,7.01,1.61,1.82,1.55,8.83,3.15,
2254,4_WB_27,565,565,565,296,44.71357459,-89.56484119,4,WB,27,WB,27,0,1,0,1,1,2,0,0,7/1/2012,2012,4,0.0,0.0,0.2,1.8,8.1,2.53,2.30,1.52,6.34,,,,,,,,,253.1,374.3,301.3,323.3,,,,,1,,0,0,11.40,9.39,11.38,10.17,115.88,112.80,87.01,114.42,123.57,116.62,20.82,19.85,16.36,12.61,15.61,10.74,3.43,2.74,1.44,1.33,1.73,1.22,2.29,1.79,1.14,0.95,0.08,0.82,0.51,0.02,0.13,0.69,0.47,0.04,0.22,1.31,0.19,0.02,0.09,0.72,0.38,0.03,2213.56,1000.05,272.52,33.36,121993.85,,47.39,,,2.31,2.15,,2.11,,,22.13,23.87,,22.66,,,NA,0.58,0.83,NA,118.07,125.31,5.47,1.95,5.75,3.69,11.23,5.64,
1315,4_E_27,572,572,572,84,44.71851025,-89.56484119,4,E,27,E,27,2,1,0,1,1,2,0,0,7/1/2011,2011,5,0.0,1.5,10.0,24.8,51.6,1.91,0.91,0.73,3.55,,,,,,,,,230.7,356.2,285.7,297.7,,,,,1,,0,0,10.76,9.89,15.80,10.88,111.06,127.83,124.40,112.81,132.70,153.91,9.82,9.14,11.72,9.82,7.18,11.59,13.88,10.58,7.34,4.50,7.04,2.15,6.00,5.46,7.88,5.12,0.28,4.09,2.86,0.12,0.22,1.79,2.40,0.08,0.36,4.29,2.34,0.05,0.11,1.22,0.77,0.05,1354.40,1291.23,423.68,40.96,51695.68,,48.15,,,2.05,2.15,,1.75,,,24.90,23.62,,27.58,,,1.08,0.33,0.33,1,119.63,131.16,6.10,3.26,1.36,2.68,7.45,5.94,
218,1_H_22,573,573,573,,44.719279,-89.56484119,1,H,22,H,22,7,0,0,0,0,2,0,0,7/1/2011,2011,5,0.0,0.1,0.4,1.3,1.5,1.56,1.26,0.17,2.99,,,measured dead leader for DBH (live leader DBH = 4.38 & 4.26mm),BL at ca. 1 m,,,,x,244.1,356.2,264.7,277.6,,,,,NA,,0,0,0.11,6.88,9.91,9.74,125.27,128.63,1.98,137.49,159.38,142.45,18.16,9.96,12.37,6.74,7.57,7.21,6.64,14.24,5.94,4.81,8.07,4.80,2.96,8.32,3.68,5.92,0.10,2.56,3.19,0.09,0.24,1.92,2.47,0.18,0.56,4.81,2.62,0.07,0.22,2.08,2.31,0.19,7197.93,3208.24,292.82,98.45,509268.47,,46.91,,,2.17,2.54,,1.88,,,23.70,19.49,,24.93,,,1.25,0.42,1.33,1,83.49,176.86,32.53,19.23,1.36,13.38,33.89,32.61,
583,2_G_23,573,573,573,585,44.719279,-89.56484119,2,G,23,G,23,7,1,0,1,1,2,0,0,7/1/2011,2011,5,0.0,0.0,NA,0.3,0.5,NA,NA,0.63,4.04,2,,tree has broken off and is dead above gall (DBH measured on dead leader above gall),,,,,,244.1,364.5,246.3,272.5,,,,,1,,0,0,NA,6.43,10.07,11.99,116.44,138.63,NA,118.84,141.11,123.56,22.31,21.25,NA,10.88,15.18,7.74,7.26,6.18,NA,3.77,7.57,12.42,4.13,3.76,3.13,2.42,NA,NA,NA,NA,0.19,1.46,2.01,0.12,0.47,4.58,2.45,0.07,0.26,5.78,6.17,0.21,5470.24,3675.78,530.05,123.70,181332.84,,48.46,,,2.06,2.05,,1.82,,,25.35,25.19,,26.68,,,0.80,1.25,1.67,1,77.88,194.17,23.74,13.72,1.35,8.08,25.09,21.80,
2118,2_WB_18,573,573,573,,44.719279,-89.56484119,2,WB,18,WB,18,0,0,0,0,0,2,0,0,7/1/2011,2011,5,0.1,0.1,0.3,0.8,2.9,0.93,1.00,1.22,3.15,,,,,,,,,244.1,364.5,264.7,282.1,,,,,NA,,0,0,16.40,5.40,8.80,8.34,124.60,121.59,134.55,111.99,138.02,123.21,21.47,17.50,11.44,6.46,12.22,8.01,5.45,6.70,4.85,3.30,6.82,4.77,2.74,3.71,2.71,2.99,0.11,2.27,2.40,0.06,0.17,1.32,1.72,0.09,0.49,4.11,2.16,0.06,0.20,2.22,2.22,0.13,2351.92,2190.26,301.32,46.21,65990.35,,49.88,,,1.78,2.06,,1.78,,,27.96,24.53,,27.57,,,NA,1.00,0.58,NA,65.85,153.97,27.89,20.37,2.45,9.06,30.34,29.43,
142,1_F_2,600,600,600,,43.18278671,-89.56890112,1,F,2,F,2,2,0,0,0,0,2,0,0,6/13/2012,2012,4,0.0,0.1,0.4,3.4,10.5,2.07,2.11,1.14,5.31,,,,galls at base,,,,,230.7,364.5,264.7,276.2,,,,,NA,,0,0,12.72,11.53,11.54,14.67,108.85,110.13,128.46,118.09,148.60,121.91,29.58,27.48,11.14,12.37,12.96,12.43,5.51,8.48,4.05,2.91,4.82,5.98,3.43,5.50,2.08,2.98,0.15,2.26,1.59,0.05,0.20,1.49,1.16,0.06,0.47,3.53,0.79,0.03,0.23,3.00,2.62,0.13,1132.33,1662.00,170.00,130.73,49858.09,,49.57,,,1.93,2.05,,2.31,,,26.53,25.08,,21.90,,,0.42,0.67,1.00,1,138.97,180.09,12.40,4.02,1.00,4.08,13.40,8.10,
563,2_G_3,600,600,600,530,43.18278671,-89.56890112,2,G,3,G,3,7,1,0,1,1,2,0,0,6/13/2012,2012,4,0.0,1.9,8.5,28.0,41.2,1.51,1.19,0.39,3.09,,,,,,,,,221.5,364.5,258.0,282.1,,,,,0,,0,0,15.54,12.99,14.75,16.22,142.11,152.21,131.29,130.59,172.72,151.76,25.28,17.55,16.27,14.14,15.32,7.53,7.55,6.56,5.34,2.80,4.08,2.52,4.61,4.53,2.94,2.03,0.13,2.84,2.33,0.05,0.17,1.43,1.13,0.07,0.54,2.84,0.66,0.03,0.14,1.54,0.79,0.05,2244.65,2003.60,225.53,82.35,59474.17,,50.01,,,2.00,2.49,,2.08,,,26.08,20.26,,24.05,,,0.82,0.17,0.67,1,159.78,197.20,5.33,3.66,2.69,2.37,8.02,6.03,
1009,3_I_1,600,600,600,,43.18278671,-89.56890112,3,I,1,I,1,6,0,0,0,0,2,0,0,6/13/2012,2012,4,0.1,1.4,7.9,22.2,37.5,1.75,1.03,0.52,3.31,,,,,,,,,234.9,364.5,278.1,297.7,,,,,NA,,0,0,15.06,12.02,15.64,17.65,127.35,145.25,139.80,123.27,158.83,139.94,28.51,19.08,14.66,15.27,13.08,5.59,5.15,7.55,4.85,3.44,4.96,6.38,3.28,5.00,1.87,2.55,0.13,2.57,2.10,0.05,0.22,1.65,1.48,0.09,0.40,3.63,0.89,0.03,0.31,3.58,2.34,0.15,583.87,2527.63,539.98,68.62,54933.21,,51.14,,,1.86,1.99,,2.15,,,27.27,24.74,,23.96,,,0.58,0.17,0.25,1,146.74,217.08,3.88,3.13,2.06,3.70,5.94,6.83,
1345,4_G_1,600,600,600,,43.18278671,-89.56890112,4,G,1,G,1,7,0,0,0,0,2,0,0,6/13/2012,2012,4,0.0,2.9,11.5,30.9,65.6,1.38,0.98,0.75,3.11,,,,,,,,,226.0,350.0,278.1,278.4,,,,,NA,,0,0,13.71,14.93,15.27,14.32,117.28,133.29,139.40,117.01,164.81,147.03,21.63,19.41,15.76,15.6,13.60,11.84,7.48,4.89,2.95,3.24,3.86,2.31,4.73,3.64,2.75,1.25,0.09,1.70,1.13,0.03,0.19,1.53,1.45,0.07,0.40,2.83,0.60,0.03,0.14,1.39,0.72,0.06,3512.69,3277.48,469.02,65.34,78005.84,,49.43,,,2.12,2.24,,2.05,,,24.52,22.61,,24.29,,,0.67,0.33,0.17,1,179.29,172.15,7.63,2.44,1.57,1.73,9.19,4.18,
2249,4_WB_22,600,600,600,,43.18278671,-89.56890112,4,WB,22,WB,22,0,0,0,0,0,2,0,0,6/13/2012,2012,4,0.1,1.4,4.4,16.9,36.5,1.12,1.34,0.77,3.23,,,,,,,,,226.0,364.5,272.6,290.7,,,,,NA,,0,0,10.62,12.26,15.05,13.60,131.14,131.13,125.11,123.10,139.92,123.01,20.82,21.95,21.6,10.95,16.04,8.71,6.65,3.85,2.93,2.09,4.14,4.02,4.47,2.79,2.18,1.06,0.12,1.63,1.14,0.05,0.15,1.08,0.80,0.06,0.32,3.11,0.68,0.02,0.18,2.27,1.48,0.09,894.26,1871.52,236.72,65.45,44108.31,,49.92,,,2.30,2.22,,2.17,,,22.90,23.24,,22.91,,,NA,0.67,0.25,NA,149.28,227.55,5.54,2.85,1.92,5.84,7.46,8.69,
287,1_K_7,601,601,601,,43.18663722,-89.56890112,1,K,7,K,7,4,0,0,0,0,2,0,0,6/13/2012,2012,4,0.0,0.5,3.9,7.5,14.7,2.02,0.65,0.67,3.34,,,,,,,,,162.7,311.0,212.8,218.1,,M,M,,NA,,0,38,18.90,12.27,18.98,22.16,106.47,121.46,118.84,115.36,127.71,116.12,32.91,23.77,15,13.59,15.15,15.71,10.17,4.54,6.65,5.39,7.11,5.03,5.55,2.67,4.62,1.87,0.21,3.41,2.93,0.10,0.36,2.52,2.39,0.13,0.54,4.93,1.60,0.04,0.28,2.70,1.93,0.12,887.85,939.30,216.53,54.60,75943.97,,49.47,,,1.71,2.14,,1.90,,,29.52,23.66,,26.66,,,0.17,0.08,0.08,1,149.41,267.44,4.75,3.45,1.83,1.82,6.58,5.27,
452,2_C_4,601,601,601,381,43.18663722,-89.56890112,2,C,4,C,4,3,1,0,1,1,2,0,0,6/13/2012,2012,4,0.0,1.7,6.6,18.7,38.2,1.36,1.04,0.71,3.11,,,,,,,,,177.5,299.5,197.4,213.1,,,M,,0,,0,0,18.49,15.09,15.41,18.92,106.69,125.14,129.46,115.24,156.79,140.75,25.38,18.31,14.09,12.19,13.25,13.25,9.38,12.47,12.03,5.83,6.82,3.67,5.28,7.37,4.10,5.10,0.29,7.35,4.28,0.11,0.34,2.74,2.62,0.12,0.73,4.58,1.39,0.12,0.22,2.03,1.32,0.10,1031.18,1048.33,216.74,62.56,126571.01,,48.80,,,1.96,2.35,,2.02,,,26.03,22.08,,25.39,,,0.17,0.00,0.08,1,181.75,267.16,8.37,5.44,1.09,2.78,9.47,8.22,
900,3_E_4,601,601,601,,43.18663722,-89.56890112,3,E,4,E,4,5,0,0,0,0,2,0,0,6/13/2012,2012,4,0.0,1.9,8.5,23.3,51.6,1.52,1.01,0.79,3.33,,,,,,,,,221.5,282.0,197.4,213.1,,,M,,NA,,0,0,20.13,18.31,18.21,23.76,104.91,NA,129.77,184.56,165.75,152.33,26.01,20.30,14.22,17.91,13.84,13.03,10.49,9.27,8.70,7.59,7.27,4.46,5.94,5.82,4.55,3.45,0.36,4.31,3.88,0.15,0.48,3.37,3.59,0.14,0.39,5.22,1.61,0.04,0.24,2.53,1.58,0.11,823.95,2445.80,442.44,56.66,89695.20,,50.46,,,1.96,1.62,,1.83,,,26.46,29.69,,27.83,,,0.33,0.00,0.08,1,221.04,430.73,4.07,4.06,1.00,2.14,5.07,6.20,
171,1_G_3,603,603,603,,43.18944431,-89.56890112,1,G,3,G,3,3,0,0,0,0,2,0,0,6/13/2012,2012,4,0.0,0.2,1.0,5.6,15.5,1.45,1.75,1.02,4.22,,,,broken branches,venturia at tip; BL at 1.22 m; DBH at 1.3 m,,x,x,NA,395.8,301.3,285.1,,,,,NA,,0,0,18.51,14.78,13.16,15.63,95.72,120.47,115.80,103.77,143.07,130.80,23.55,14.55,10.69,10.89,10.87,9.15,16.43,5.07,10.87,15.04,8.35,7.48,6.72,3.52,9.71,1.55,0.16,3.65,6.94,0.12,0.65,5.44,8.49,0.46,0.42,5.09,2.77,0.07,0.34,3.21,3.74,0.19,1230.01,1507.58,252.95,86.50,61074.77,,48.98,,,1.72,2.52,,2.10,,,29.24,19.37,,24.09,,,0.58,1.42,1.67,28,180.37,188.61,4.55,2.69,1.89,1.42,6.44,4.10,
370,1_N_6,603,603,603,,43.18944431,-89.56890112,1,N,6,N,6,1,0,0,0,0,2,0,0,6/13/2012,2012,4,0.0,NA,NA,0.3,1.4,NA,NA,1.63,NA,,,bush,,stem 1 prob not measured last year,,,,230.7,382.1,272.6,273.4,,,,,NA,,0,0,NA,8.99,9.89,16.74,106.58,109.07,NA,110.79,119.05,113.12,18.20,20.05,NA,13.75,15.71,8.88,19.31,14.42,NA,9.29,9.85,14.16,11.61,8.63,7.70,5.79,0.40,3.94,7.91,0.38,0.48,4.47,4.12,0.22,0.60,6.36,2.82,0.07,0.31,7.60,6.00,0.25,1278.97,737.19,144.47,55.94,26574.50,,49.13,,,1.94,1.95,,1.63,,,26.28,25.99,,29.33,,,1.25,0.50,0.91,NA,110.69,186.71,18.59,1.97,3.02,3.04,21.61,5.01,
757,2_N_1,603,603,603,,43.18944431,-89.56890112,2,N,1,N,1,1,0,0,0,0,2,0,0,6/13/2012,2012,4,0.0,NA,NA,0.4,1.4,NA,NA,1.19,NA,,,,,Basal : 33.50,,,,234.9,364.5,258.0,282.1,,,,,NA,,0,0,10.56,9.17,10.87,10.35,98.74,115.56,108.76,108.81,132.27,126.38,24.72,22.75,15.77,12.62,12.27,9.24,16.17,7.85,11.69,8.97,11.64,8.96,9.70,5.00,6.47,2.85,0.23,6.07,5.27,0.12,0.48,4.01,4.29,0.19,0.81,7.28,3.47,0.08,0.31,4.72,3.74,0.19,892.61,729.28,215.85,45.07,17587.68,,50.33,,,1.76,1.60,,1.87,,,28.17,30.07,,26.96,,,1.17,0.58,0.83,1,110.08,177.24,5.84,1.27,1.46,1.77,7.29,3.05,
1155,3_N_7,603,603,603,,43.18944431,-89.56890112,3,N,7,N,7,1,0,0,0,0,2,0,0,6/13/2012,2012,4,0.0,0.0,1.0,3.7,8.5,4.40,1.32,0.83,6.54,,,,,,,,,230.7,364.5,264.7,273.4,,,,,NA,,0,0,9.68,13.00,12.44,10.91,100.40,105.70,120.37,113.04,126.18,120.59,19.82,21.00,9.6,14.12,11.88,9.26,15.58,15.09,5.37,7.10,10.23,7.00,9.40,9.39,6.18,5.70,0.08,2.85,2.39,0.05,0.33,3.37,3.26,0.14,0.56,6.61,3.00,0.06,0.26,3.75,2.83,0.16,720.42,512.66,151.03,44.48,21127.38,,50.40,,,1.81,1.73,,1.79,,,28.00,27.52,,28.14,,,1.42,0.17,0.50,1,156.83,164.47,8.36,1.30,1.97,1.56,10.33,2.86,
1549,4_N_9,603,603,603,27,43.18944431,-89.56890112,4,N,9,N,9,1,1,0,1,1,2,0,0,6/13/2012,2012,4,0.0,0.7,4.3,12.1,27.6,1.87,1.03,0.83,3.73,,,side branch at 10cm,,,,,,234.9,356.2,258.0,272.5,,,,,0,,0,0,11.71,11.99,14.55,11.68,99.31,112.36,113.25,111.30,123.68,114.64,20.05,16.95,12.86,12.92,9.51,9.23,16.83,11.77,10.60,9.18,10.99,8.74,10.06,7.43,6.77,4.34,0.17,5.47,4.86,0.10,0.33,4.38,4.29,0.17,0.34,7.15,3.44,0.06,0.25,4.60,3.72,0.17,1006.60,642.78,116.30,49.31,19011.91,,49.49,,,1.71,1.97,,1.83,,,28.91,25.15,,27.23,,,2.00,0.75,0.92,1,145.11,167.67,2.40,1.90,1.30,3.74,3.70,5.64,
6,1_A_6,604,604,604,,43.19004939,-89.56890112,1,A,6,A,6,1,0,0,0,0,2,0,0,6/13/2012,2012,4,0.0,NA,NA,NA,32.0,NA,NA,NA,NA,,,,,,,,,221.5,382.1,285.7,305.2,,,,,NA,,0,0,NA,NA,12.54,10.38,102.19,127.66,NA,NA,122.67,115.47,20.78,12.48,NA,NA,15.44,12.30,13.63,19.34,NA,NA,8.93,7.12,8.04,11.00,5.59,8.34,NA,NA,NA,NA,NA,NA,NA,NA,0.43,5.57,2.87,0.07,0.31,3.26,3.32,0.23,3034.61,943.07,230.07,23.79,71219.62,,NA,,,1.80,1.75,,NA,,,28.54,28.46,,NA,,,0.92,,0.92,1,NA,171.05,NA,7.75,NA,8.92,NA,16.66,
438,2_B_18,604,604,604,,43.19004939,-89.56890112,2,B,18,B,18,2,0,0,0,0,2,0,0,6/13/2012,2012,4,0.0,0.9,5.7,15.0,22.0,1.88,0.96,0.38,3.23,,,,,,,x,,259.7,382.1,301.3,323.3,,,,,NA,,0,0,21.94,17.65,16.36,18.85,124.39,136.97,130.63,139.70,182.72,167.14,21.72,12.26,7.93,7.98,10.08,8.47,12.49,12.52,10.91,7.17,7.15,5.57,5.84,5.96,6.65,6.56,0.38,3.75,6.44,0.34,0.36,2.73,3.79,0.29,0.44,4.57,2.07,0.06,0.22,2.39,2.80,0.16,776.25,1348.90,309.84,133.35,45133.90,,47.41,,,1.54,2.29,,2.28,,,31.08,22.48,,20.74,,,1.17,1.08,0.83,1,213.10,348.33,2.77,2.74,0.90,4.71,3.66,7.45,
853,3_C_13,604,604,604,152,43.19004939,-89.56890112,3,C,13,C,13,3,1,0,1,1,2,0,0,6/13/2012,2012,4,0.0,0.0,0.3,1.6,3.2,2.94,1.70,0.70,5.34,,,,,,,,,230.7,356.2,246.3,252.7,,,,,0,,0,0,8.98,7.74,7.53,10.66,110.11,124.04,125.09,108.12,137.94,134.58,19.86,17.26,13.1,12.82,10.01,9.33,14.80,5.47,5.92,7.69,9.08,7.43,7.93,3.35,6.87,2.12,0.18,2.68,2.98,0.08,0.43,3.43,3.66,0.17,0.58,5.69,2.75,0.06,0.27,3.77,3.19,0.20,2246.04,5307.48,1396.33,37.23,87381.78,,50.34,,,1.61,1.67,,1.44,,,30.29,29.21,,32.14,,,1.42,0.33,0.92,1,96.34,128.50,6.00,1.71,5.46,2.99,11.46,4.70,
505,2_E_1,605,605,605,533,43.28496298,-89.56890112,2,E,1,E,1,5,0,0,1,0,2,0,0,6/13/2012,2012,4,0.0,NA,0.1,0.8,1.4,NA,2.13,0.60,NA,,,,gall ridden base,,,,,NA,364.5,285.7,305.2,,,,,0,,0,0,16.08,13.53,18.75,NA,NA,126.60,137.24,104.25,159.71,NA,NA,14.16,12.84,15.5,9.09,NA,NA,18.92,5.34,14.49,9.88,0.00,NA,9.75,NA,9.17,0.13,2.61,2.54,0.05,0.45,4.10,8.11,0.33,0.50,5.93,3.37,0.07,NA,NA,NA,NA,210.44,1151.97,706.72,91.71,29776.23,,51.26,,,NA,1.88,,1.74,,,NA,26.73,,29.23,,,2.00,1.25,NA,2,163.79,NA,4.66,NA,1.02,NA,5.67,NA,
871,3_D_3,605,605,605,568,43.28496298,-89.56890112,3,D,3,D,3,4,1,0,1,1,2,0,0,6/13/2012,2012,4,0.1,6.2,22.9,50.4,91.4,1.31,0.79,0.59,2.70,,,,,,,,,253.1,382.1,354.6,323.3,,,,,0,,0,0,18.52,16.32,17.20,19.76,122.62,137.19,138.33,135.85,170.63,163.25,22.45,12.99,12.81,12.99,10.47,9.68,10.03,12.54,7.42,6.88,7.12,5.41,4.91,7.86,5.12,4.68,0.15,2.94,4.27,0.07,0.26,2.56,3.94,0.13,0.60,4.37,2.08,0.07,0.19,2.60,2.49,0.13,952.59,1460.29,660.34,63.88,31264.95,,48.48,,,1.86,2.26,,2.03,,,27.22,22.71,,24.29,,,1.92,1.17,1.00,2,199.36,358.76,2.02,4.07,2.02,2.25,4.04,6.32,
